,precision,recall,f1-score,support
0.0,0.48878576952822894,0.46814814814814815,0.4782444192205827,1350.0
1.0,0.7088186356073212,0.6553846153846153,0.6810551558752999,1950.0
2.0,0.51621271076524,0.4718435091879075,0.49303189842056366,1687.0
3.0,0.6316498316498317,0.6253333333333333,0.6284757118927974,1500.0
4.0,0.636098981077147,0.7283333333333334,0.6790986790986792,1800.0
5.0,0.7106017191977078,0.7519708914493632,0.7307012374779023,1649.0
6.0,0.7516580692704495,0.7555555555555555,0.7536017731806428,1350.0
accuracy,0.6392876129718235,0.6392876129718235,0.6392876129718235,0.6392876129718235
macro avg,0.6348322452994181,0.6366527694846081,0.6348869821666383,11286.0
weighted avg,0.6372391913205815,0.6392876129718235,0.6373216602119316,11286.0
