,precision,recall,f1-score,support
0.0,0.42042042042042044,0.6167400881057269,0.5,681.0
1.0,0.36328125,0.4435612082670906,0.3994273443092341,629.0
2.0,0.6289592760180995,0.5305343511450382,0.5755693581780539,524.0
3.0,0.4144486692015209,0.28360797918473546,0.3367662203913491,1153.0
4.0,0.3814317673378076,0.43439490445859874,0.4061941631923764,785.0
5.0,0.2617801047120419,0.22026431718061673,0.23923444976076555,681.0
6.0,0.31163434903047094,0.3065395095367847,0.3090659340659341,734.0
accuracy,0.38943512627723154,0.38943512627723154,0.38943512627723154,0.38943512627723154
macro avg,0.39742226238862305,0.4050917654112273,0.39517963855681615,5187.0
weighted avg,0.39110853858426636,0.38943512627723154,0.38370253891739475,5187.0
