,precision,recall,f1-score,support
0.0,0.8718487394957983,0.8915145005370569,0.8815719596388741,931.0
1.0,0.87940234791889,0.9045005488474204,0.8917748917748918,911.0
2.0,0.9424778761061947,0.9281045751633987,0.9352360043907794,918.0
3.0,0.8665158371040724,0.8201284796573876,0.8426842684268426,934.0
4.0,0.8522848034006376,0.8881506090808416,0.8698481561822125,903.0
5.0,0.8463203463203464,0.8669623059866962,0.8565169769989047,902.0
6.0,0.8608893956670467,0.8206521739130435,0.8402893711741792,920.0
accuracy,0.8741236952796386,0.8741236952796386,0.8741236952796386,0.8741236952796386
macro avg,0.8742484780018552,0.8742875990265492,0.873988804083812,6419.0
weighted avg,0.874335499518741,0.8741236952796386,0.873949462429961,6419.0
