,precision,recall,f1-score,support
0.0,0.9622641509433962,0.9714285714285714,0.9668246445497629,525.0
1.0,0.9869565217391304,0.9826839826839827,0.9848156182212582,1155.0
accuracy,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666
macro avg,0.9746103363412633,0.9770562770562771,0.9758201313855106,1680.0
weighted avg,0.9792401558654634,0.9791666666666666,0.9791934389489159,1680.0
