,precision,recall,f1-score,support
0.0,1.0,0.9808795411089866,0.9903474903474904,523.0
1.0,0.981549815498155,1.0,0.9906890130353818,532.0
accuracy,0.990521327014218,0.990521327014218,0.990521327014218,0.990521327014218
macro avg,0.9907749077490775,0.9904397705544933,0.9905182516914361,1055.0
weighted avg,0.9906962102796384,0.990521327014218,0.9905197084232801,1055.0
