,precision,recall,f1-score,support
0.0,0.8808139534883721,0.8833819241982507,0.8820960698689956,343.0
1.0,0.9629629629629629,0.9570552147239264,0.9599999999999999,489.0
2.0,0.8812664907651715,0.8166259168704156,0.8477157360406091,409.0
3.0,0.8505434782608695,0.9125364431486881,0.8804500703234881,343.0
4.0,0.9469026548672567,0.9406593406593406,0.9437706725468578,455.0
5.0,0.9610983981693364,0.9354120267260579,0.9480812641083523,449.0
6.0,0.9044943820224719,0.9640718562874252,0.9333333333333333,334.0
accuracy,0.9170800850460666,0.9170800850460666,0.9170800850460666,0.9170800850460666
macro avg,0.912583188648063,0.915677531802015,0.9136353066030909,2822.0
weighted avg,0.9176674326860288,0.9170800850460666,0.9169193972549382,2822.0
