,precision,recall,f1-score,support
0.0,0.9682539682539683,1.0,0.9838709677419354,61.0
1.0,1.0,0.9411764705882353,0.9696969696969697,34.0
accuracy,0.9789473684210527,0.9789473684210527,0.9789473684210527,0.9789473684210527
macro avg,0.9841269841269842,0.9705882352941176,0.9767839687194526,95.0
weighted avg,0.9796157059314954,0.9789473684210527,0.9787981684416318,95.0
