,precision,recall,f1-score,support
0.0,0.9761904761904762,0.984,0.9800796812749003,125.0
1.0,0.9555555555555556,0.9699248120300752,0.9626865671641791,133.0
2.0,0.9857142857142858,0.965034965034965,0.9752650176678446,143.0
3.0,0.925,0.9736842105263158,0.9487179487179489,114.0
4.0,0.9461538461538461,0.9761904761904762,0.9609375,126.0
5.0,0.9710144927536232,0.9436619718309859,0.9571428571428571,142.0
6.0,0.984375,0.9402985074626866,0.9618320610687023,134.0
accuracy,0.9640130861504908,0.9640130861504908,0.9640130861504908,0.9640130861504908
macro avg,0.9634290937668267,0.9646849918679292,0.9638088047194904,917.0
weighted avg,0.9645861874113854,0.9640130861504908,0.9640588049836839,917.0
