,precision,recall,f1-score,support
0.0,1.0,0.9791666666666666,0.9894736842105264,96.0
1.0,0.9444444444444444,0.9714285714285714,0.9577464788732395,70.0
2.0,0.9863013698630136,0.9863013698630136,0.9863013698630136,73.0
3.0,0.9724137931034482,0.9527027027027027,0.9624573378839592,148.0
4.0,1.0,0.925531914893617,0.9613259668508287,94.0
5.0,0.9090909090909091,0.9876543209876543,0.9467455621301774,81.0
6.0,0.9444444444444444,0.9770114942528736,0.96045197740113,87.0
accuracy,0.9661016949152542,0.9661016949152542,0.9661016949152542,0.9661016949152542
macro avg,0.9652421372780371,0.9685424343992999,0.9663574824589821,649.0
weighted avg,0.9673827161686467,0.9661016949152542,0.9662338469377253,649.0
