,precision,recall,f1-score,support
0.0,0.3170731707317073,0.2402464065708419,0.27336448598130847,487.0
1.0,0.5456760048721072,0.5949535192563081,0.5692503176620075,753.0
2.0,0.2883435582822086,0.07642276422764227,0.12082262210796914,615.0
3.0,0.3768768768768769,0.46741154562383613,0.4172901080631754,537.0
4.0,0.4574468085106383,0.31478770131771594,0.3729401561144839,683.0
5.0,0.24167623421354764,0.6417682926829268,0.3511259382819016,656.0
6.0,1.0,0.00398406374501992,0.007936507936507936,502.0
accuracy,0.354594849988188,0.354594849988188,0.354594849988188,0.354594849988188
macro avg,0.4610132362124409,0.334224899060613,0.3018185908781934,4233.0
weighted avg,0.4531062170796911,0.354594849988188,0.3187350729085665,4233.0
