,precision,recall,f1-score,support
0.0,0.969047619047619,0.9926829268292683,0.9807228915662649,410.0
1.0,0.9913793103448276,0.9636871508379888,0.9773371104815864,358.0
accuracy,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666
macro avg,0.9802134646962233,0.9781850388336286,0.9790300010239257,768.0
weighted avg,0.9794574438970991,0.9791666666666666,0.9791446238210632,768.0
