,precision,recall,f1-score,support
0.0,0.6713881019830028,0.6909620991253644,0.6810344827586207,343.0
1.0,0.89171974522293,0.8588957055214724,0.8749999999999999,489.0
2.0,0.7245179063360881,0.6430317848410758,0.6813471502590674,409.0
3.0,0.7055702917771883,0.7755102040816326,0.7388888888888888,343.0
4.0,0.8225108225108225,0.8351648351648352,0.8287895310796075,455.0
5.0,0.8087649402390438,0.9042316258351893,0.853838065194532,449.0
6.0,0.8775510204081632,0.7724550898203593,0.8216560509554139,334.0
accuracy,0.7902197023387668,0.7902197023387668,0.7902197023387668,0.7902197023387668
macro avg,0.7860032612110341,0.7828930491985613,0.7829363098765901,2822.0
weighted avg,0.7920465738452516,0.7902197023387668,0.7896829730204566,2822.0
