,precision,recall,f1-score,support
0.0,0.9459459459459459,0.9767441860465116,0.9610983981693363,215.0
1.0,0.9401709401709402,0.9090909090909091,0.9243697478991597,242.0
2.0,0.9594202898550724,0.9511494252873564,0.9552669552669553,348.0
3.0,0.9830508474576272,0.9872340425531915,0.9851380042462844,235.0
4.0,0.9432989690721649,0.915,0.9289340101522843,200.0
5.0,0.9346049046321526,0.9554317548746518,0.9449035812672176,359.0
6.0,0.9556786703601108,0.9583333333333334,0.9570041608876559,360.0
accuracy,0.9515058703420113,0.9515058703420113,0.9515058703420113,0.9515058703420113
macro avg,0.9517386524991449,0.9504262358837077,0.9509592654126989,1959.0
weighted avg,0.951517218901924,0.9515058703420113,0.9514051310126214,1959.0
