,precision,recall,f1-score,support
0.0,0.972181551976574,0.9779086892488954,0.9750367107195301,679.0
1.0,0.9917525773195877,0.9907312049433573,0.9912416280267904,971.0
2.0,0.9773539928486293,0.9715639810426541,0.9744503862150922,844.0
3.0,0.9720744680851063,0.9851752021563343,0.9785809906291834,742.0
4.0,0.992108229988726,0.9843400447427293,0.9882088714205502,894.0
5.0,0.9795427196149218,0.9878640776699029,0.9836858006042295,824.0
6.0,0.9779735682819384,0.9666182873730044,0.9722627737226277,689.0
accuracy,0.9812156654261918,0.9812156654261918,0.9812156654261918,0.9812156654261918
macro avg,0.9804267297307833,0.9806002124538395,0.980495308762572,5643.0
weighted avg,0.9812477049037175,0.9812156654261918,0.981214540182122,5643.0
