,precision,recall,f1-score,support
0.0,0.9732142857142857,1.0,0.9864253393665159,109.0
1.0,1.0,0.9662921348314607,0.9828571428571428,89.0
2.0,1.0,1.0,1.0,90.0
accuracy,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334
macro avg,0.9910714285714285,0.9887640449438203,0.9897608274078862,288.0
weighted avg,0.989862351190476,0.9895833333333334,0.9895647489765137,288.0
