,precision,recall,f1-score,support
0.0,0.9706601466992665,0.9754299754299754,0.9730392156862745,407.0
1.0,0.9407216494845361,0.9733333333333334,0.9567496723460027,375.0
2.0,0.9813829787234043,0.9787798408488063,0.9800796812749004,377.0
3.0,0.958128078817734,0.948780487804878,0.9534313725490197,410.0
4.0,0.9479166666666666,0.9655172413793104,0.9566360052562418,377.0
5.0,0.980246913580247,0.9589371980676329,0.9694749694749695,414.0
6.0,0.9660574412532638,0.9462915601023018,0.9560723514211886,391.0
accuracy,0.9636495819701927,0.9636495819701927,0.9636495819701927,0.9636495819701927
macro avg,0.9635876964607312,0.963867090995177,0.9636404668583711,2751.0
weighted avg,0.9638525840214026,0.9636495819701927,0.9636654639221104,2751.0
