,precision,recall,f1-score,support
0.0,0.936231884057971,0.9613095238095238,0.9486049926578561,1008.0
1.0,0.9580514208389715,0.954177897574124,0.9561107359891965,1484.0
2.0,0.933552091878589,0.8876755070202809,0.9100359856057577,1282.0
3.0,0.9339875111507583,0.9703429101019463,0.9518181818181819,1079.0
4.0,0.9625550660792952,0.9452054794520548,0.9538013823208439,1387.0
5.0,0.94896331738437,0.9706362153344209,0.9596774193548386,1226.0
6.0,0.9618473895582329,0.958958958958959,0.9604010025062657,999.0
accuracy,0.9484937979917306,0.9484937979917306,0.9484937979917306,0.9484937979917306
macro avg,0.9478840972783126,0.9497580703216156,0.9486356714647057,8465.0
weighted avg,0.9485451624228449,0.9484937979917306,0.948336414819526,8465.0
