,precision,recall,f1-score,support
0.0,0.9932950191570882,0.9952015355086372,0.9942473633748802,1042.0
1.0,0.9886621315192744,0.9841986455981941,0.9864253393665159,443.0
accuracy,0.9919191919191919,0.9919191919191919,0.9919191919191919,0.9919191919191919
macro avg,0.9909785753381812,0.9897000905534157,0.990336351370698,1485.0
weighted avg,0.9919129523398819,0.9919191919191919,0.9919139245629572,1485.0
