,precision,recall,f1-score,support
0.0,0.9098765432098765,0.9270440251572327,0.918380062305296,795.0
1.0,0.8771466314398944,0.8725361366622865,0.8748353096179183,761.0
2.0,0.9787234042553191,0.9583333333333334,0.968421052631579,816.0
3.0,0.8676844783715013,0.8915032679738563,0.8794326241134752,765.0
4.0,0.8566308243727598,0.9110546378653113,0.8830049261083744,787.0
5.0,0.8678237650200267,0.8354755784061697,0.8513425016371972,778.0
6.0,0.8900523560209425,0.85,0.8695652173913043,800.0
accuracy,0.8927662668120684,0.8927662668120684,0.8927662668120684,0.8927662668120684
macro avg,0.8925625718129029,0.892278139914027,0.8921402419721636,5502.0
weighted avg,0.8932487449996087,0.8927662668120684,0.8927264401272623,5502.0
