,precision,recall,f1-score,support
0.0,0.963265306122449,0.9752066115702479,0.9691991786447639,242.0
1.0,0.963963963963964,0.9596412556053812,0.9617977528089887,223.0
2.0,0.9613095238095238,0.96996996996997,0.9656203288490285,333.0
3.0,0.9872881355932204,0.9872881355932204,0.9872881355932204,236.0
4.0,0.9719626168224299,0.9244444444444444,0.9476082004555808,225.0
5.0,0.9763313609467456,0.967741935483871,0.9720176730486009,341.0
6.0,0.9538043478260869,0.9777158774373259,0.9656121045392022,359.0
accuracy,0.967330270546197,0.967330270546197,0.967330270546197,0.967330270546197
macro avg,0.9682750364406313,0.9660011757292086,0.9670204819913408,1959.0
weighted avg,0.9674459332371721,0.967330270546197,0.9672809018666748,1959.0
